Agro-Ecological Zone Compatibility,Pest disease vulnerability,Water irrigation reliability,Post Harvest Storage,Market Access,Planting/Sowing Time,Farmer experience,Cooperative Membership,Input Access and Affordability,AEZ_Score,Pest_Score,Water_Score,Storage_Score,Market_Score,Planting_Score,Experience_Score,Coop_Score,Input_Score,Risk Factor,Crop Type,Farmer ID,Farm Location,Price,Gender,Farm size,Previous Yield Output (Kgs),Persons with disability,Age
High,Low,Low,No,Yes,High,>9 years,Yes,Yes,0.0,0.0,1.0,1,0,0,0.0,0,0,0.27,Maize,FARM_1567,Nyeri,55.61,Male,22.26,17808,No,40
High,Low,Moderate,Yes,Yes,Low,>9 years,No,No,0.0,0.0,0.5,0,0,1,0.0,1,1,0.24,Beans,FARM_1568,Kajiado,137.27,Female,78.68,188627,No,76
Moderate,Moderate,High,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.5,0.0,0,0,1,0.0,0,0,0.275,Beans,FARM_1569,Lamu,137.27,Male,15.88,15996,No,21
Low,High,Moderate,Yes,Yes,High,>9 years,No,Yes,1.0,1.0,0.5,0,0,0,0.0,1,0,0.47,Maize,FARM_1570,Kiambu,55.61,Male,22.78,27326,No,59
Low,Low,Moderate,No,Yes,Low,1-4 years,No,Yes,1.0,0.0,0.5,1,0,1,0.5,1,0,0.5700000000000001,Maize,FARM_1571,Narok,55.61,Male,22.6,64435,No,55
High,Low,Moderate,No,Yes,Low,5-9 years,No,Yes,0.0,0.0,0.5,1,0,1,0.0,1,0,0.35,Maize,FARM_1572,Bomet,55.61,Male,12.43,23364,No,68
Low,Low,Moderate,Yes,No,Low,5-9 years,Yes,Yes,1.0,0.0,0.5,0,1,1,0.0,0,0,0.48,Beans,FARM_1573,Taita Taveta,137.27,Male,65.12,143144,No,90
High,Low,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.0,1.0,0,0,0,0.0,0,0,0.14,Beans,FARM_1574,Narok,137.27,Male,12.68,26272,Yes,29
High,Low,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,0.0,0.0,0.5,0,0,0,0.5,0,0,0.11,Beans,FARM_1575,Nairobi,137.27,Male,97.44,117254,No,66
High,Moderate,High,No,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.0,1,0,0,0.0,0,0,0.215,Beans,FARM_1576,Bomet,137.27,Male,5.05,9934,No,41
High,Moderate,High,Yes,No,Low,>9 years,No,No,0.0,0.5,0.0,0,1,1,0.0,1,1,0.385,Beans,FARM_1577,Vihiga,137.27,Male,13.28,23429,No,75
High,Low,High,Yes,Yes,Low,5-9 years,No,Yes,0.0,0.0,0.0,0,0,1,0.0,1,0,0.15,Maize,FARM_1578,Nandi,55.61,Female,25.7,27606,No,52
High,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.0,0,0,0,0.0,1,0,0.135,Beans,FARM_1579,Bomet,137.27,Male,10.78,21712,No,56
Moderate,High,Low,No,No,Low,5-9 years,No,Yes,0.5,1.0,1.0,1,1,1,0.0,1,0,0.81,Beans,FARM_1580,West Pokot,137.27,Male,14.98,37404,No,18
High,Low,Moderate,No,Yes,High,5-9 years,No,No,0.0,0.0,0.5,1,0,0,0.0,1,1,0.27,Maize,FARM_1581,Elgeyo-Marakwet,55.61,Female,66.26,149898,No,89
High,High,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.5,0,0,0,0.0,0,0,0.24,Beans,FARM_1582,Tharaka Nithi,137.27,Male,12.24,20629,Yes,19
High,High,Low,Yes,Yes,High,>9 years,Yes,No,0.0,1.0,1.0,0,0,0,0.0,0,1,0.33,Beans,FARM_1583,Nyandarua,137.27,Male,35.12,57328,No,83
Low,High,Low,No,Yes,Low,>9 years,Yes,Yes,1.0,1.0,1.0,1,0,1,0.0,0,0,0.72,Maize,FARM_1584,Wajir,55.61,Female,21.01,37452,No,55
Moderate,Low,Moderate,Yes,Yes,High,1-4 years,No,Yes,0.5,0.0,0.5,0,0,0,0.5,1,0,0.25,Maize,FARM_1585,Mandera,55.61,Male,10.47,12024,No,66
High,Moderate,High,Yes,Yes,High,1-4 years,No,Yes,0.0,0.5,0.0,0,0,0,0.5,1,0,0.175,Maize,FARM_1586,Tharaka Nithi,55.61,Male,19.66,35881,No,19
Low,Moderate,High,Yes,Yes,High,5-9 years,Yes,Yes,1.0,0.5,0.0,0,0,0,0.0,0,0,0.265,Maize,FARM_1587,Garissa,55.61,Female,6.99,9819,No,79
Moderate,High,High,Yes,Yes,Low,>9 years,No,Yes,0.5,1.0,0.0,0,0,1,0.0,1,0,0.41,Beans,FARM_1588,Nairobi,137.27,Female,6.68,16147,No,22
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Maize,FARM_1589,Tharaka Nithi,55.61,Female,17.92,33126,No,25
High,Moderate,Moderate,No,Yes,Low,>9 years,No,Yes,0.0,0.5,0.5,1,0,1,0.0,1,0,0.435,Beans,FARM_1590,Samburu,137.27,Male,29.45,66081,No,82
Moderate,Low,Moderate,No,Yes,Low,>9 years,No,Yes,0.5,0.0,0.5,1,0,1,0.0,1,0,0.44,Maize,FARM_1591,Kitui,55.61,Female,9.46,19416,No,24
Low,Low,Moderate,Yes,Yes,Low,5-9 years,Yes,Yes,1.0,0.0,0.5,0,0,1,0.0,0,0,0.35,Beans,FARM_1592,Kilifi,137.27,Male,3.3,3349,No,78
High,Moderate,High,No,Yes,High,5-9 years,No,Yes,0.0,0.5,0.0,1,0,0,0.0,1,0,0.265,Maize,FARM_1593,Homa Bay,55.61,Female,11.73,20600,No,67
Low,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,1.0,0.0,0.5,0,0,1,0.0,0,0,0.35,Maize,FARM_1594,Embu,55.61,Female,14.13,23784,No,41
Low,Moderate,Moderate,No,Yes,High,>9 years,No,Yes,1.0,0.5,0.5,1,0,0,0.0,1,0,0.515,Maize,FARM_1595,Mombasa,55.61,Male,11.99,19927,Yes,76
High,Low,Low,Yes,Yes,High,1-4 years,No,Yes,0.0,0.0,1.0,0,0,0,0.5,1,0,0.23,Beans,FARM_1596,Nyeri,137.27,Female,16.0,15326,No,19
High,High,Moderate,Yes,Yes,High,5-9 years,No,No,0.0,1.0,0.5,0,0,0,0.0,1,1,0.31,Maize,FARM_1597,Nandi,55.61,Male,31.23,44907,No,36
High,High,Low,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,1.0,1.0,0,0,1,0.5,0,0,0.45,Beans,FARM_1598,Isiolo,137.27,Female,11.28,21361,No,22
Moderate,Low,Low,Yes,No,Low,5-9 years,Yes,No,0.5,0.0,1.0,0,1,1,0.0,0,1,0.48,Beans,FARM_1599,Kirinyaga,137.27,Female,11.66,15218,No,52
Low,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,1.0,0.0,0.0,0,0,0,0.0,0,0,0.18,Beans,FARM_1600,Vihiga,137.27,Female,85.88,147538,No,21
High,Moderate,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.0,0.5,0.5,0,0,1,0.0,1,0,0.305,Maize,FARM_1601,Narok,55.61,Male,14.19,10364,No,55
High,Moderate,High,Yes,Yes,Low,5-9 years,No,Yes,0.0,0.5,0.0,0,0,1,0.0,1,0,0.235,Beans,FARM_1602,Nyandarua,137.27,Male,19.42,42385,No,66
Moderate,Moderate,Moderate,Yes,No,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,1,0,0.0,0,0,0.375,Beans,FARM_1603,Makueni,137.27,Female,13.31,21910,No,74
Low,High,High,No,Yes,High,5-9 years,No,Yes,1.0,1.0,0.0,1,0,0,0.0,1,0,0.53,Maize,FARM_1604,Kitui,55.61,Male,68.28,150411,No,81
High,Moderate,Moderate,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.5,0,0,0,0.0,1,0,0.205,Beans,FARM_1605,Elgeyo-Marakwet,137.27,Male,89.13,113455,No,72
High,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,1,0.0,0,0,0.17,Maize,FARM_1606,Samburu,55.61,Male,13.65,16411,No,27
Moderate,Moderate,High,Yes,Yes,Low,1-4 years,No,Yes,0.5,0.5,0.0,0,0,1,0.5,1,0,0.365,Maize,FARM_1607,Tana River,55.61,Male,64.62,123958,No,38
High,Low,High,No,No,High,>9 years,No,Yes,0.0,0.0,0.0,1,1,0,0.0,1,0,0.31,Beans,FARM_1608,Mandera,137.27,Male,8.56,15228,Yes,23
High,Low,High,Yes,Yes,High,>9 years,No,No,0.0,0.0,0.0,0,0,0,0.0,1,1,0.07,Maize,FARM_1609,Uasin Gishu,55.61,Male,95.92,250000,No,21
High,Moderate,Moderate,No,Yes,High,>9 years,No,Yes,0.0,0.5,0.5,1,0,0,0.0,1,0,0.335,Maize,FARM_1610,Taita Taveta,55.61,Male,5.84,7886,Yes,26
Moderate,High,Low,No,Yes,Low,5-9 years,No,Yes,0.5,1.0,1.0,1,0,1,0.0,1,0,0.68,Maize,FARM_1611,Migori,55.61,Male,74.31,47477,No,87
Moderate,Moderate,High,Yes,Yes,High,<1 year,Yes,Yes,0.5,0.5,0.0,0,0,0,0.5,0,0,0.215,Beans,FARM_1612,Isiolo,137.27,Male,77.54,166564,No,77
High,High,Moderate,No,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.5,1,0,0,0.0,0,0,0.37,Beans,FARM_1613,Samburu,137.27,Female,64.15,73449,No,24
High,High,Moderate,No,No,Low,1-4 years,Yes,Yes,0.0,1.0,0.5,1,1,1,0.5,0,0,0.64,Maize,FARM_1614,Uasin Gishu,55.61,Female,22.87,26830,No,18
Moderate,High,High,Yes,No,High,5-9 years,Yes,Yes,0.5,1.0,0.0,0,1,0,0.0,0,0,0.39,Maize,FARM_1615,Wajir,55.61,Male,28.15,84321,No,32
High,Low,High,Yes,No,High,1-4 years,No,Yes,0.0,0.0,0.0,0,1,0,0.5,1,0,0.22,Beans,FARM_1616,Laikipia,137.27,Male,12.04,20541,No,21
High,Moderate,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Maize,FARM_1617,Nyeri,55.61,Male,78.8,70571,Yes,75
High,Low,High,No,Yes,High,1-4 years,Yes,Yes,0.0,0.0,0.0,1,0,0,0.5,0,0,0.17,Maize,FARM_1618,Kwale,55.61,Female,13.41,20946,No,25
Moderate,High,Moderate,Yes,No,Low,<1 year,No,Yes,0.5,1.0,0.5,0,1,1,0.5,1,0,0.6500000000000001,Maize,FARM_1619,Kericho,55.61,Male,5.31,6148,No,67
Moderate,Low,High,Yes,No,Low,1-4 years,No,No,0.5,0.0,0.0,0,1,1,0.5,1,1,0.43,Maize,FARM_1620,Machakos,55.61,Male,13.83,37657,No,52
Low,Low,Moderate,No,No,Low,>9 years,Yes,No,1.0,0.0,0.5,1,1,1,0.0,0,1,0.63,Maize,FARM_1621,Murang'a,55.61,Male,7.98,22904,No,83
Moderate,Moderate,High,Yes,Yes,Low,>9 years,Yes,No,0.5,0.5,0.0,0,0,1,0.0,0,1,0.295,Maize,FARM_1622,Kirinyaga,55.61,Male,3.58,6936,No,23
High,Moderate,Moderate,Yes,No,Low,5-9 years,Yes,Yes,0.0,0.5,0.5,0,1,1,0.0,0,0,0.385,Maize,FARM_1623,Kisii,55.61,Female,15.9,32532,No,41
High,Low,Moderate,Yes,Yes,High,>9 years,No,Yes,0.0,0.0,0.5,0,0,0,0.0,1,0,0.12,Maize,FARM_1624,Meru,55.61,Female,87.54,93410,Yes,77
Moderate,Low,Moderate,Yes,No,High,>9 years,Yes,No,0.5,0.0,0.5,0,1,0,0.0,0,1,0.31,Maize,FARM_1625,Garissa,55.61,Male,6.04,8440,No,25
High,High,Moderate,Yes,Yes,High,5-9 years,No,Yes,0.0,1.0,0.5,0,0,0,0.0,1,0,0.29,Maize,FARM_1626,Nyeri,55.61,Male,83.77,117214,Yes,65
Moderate,Moderate,High,Yes,Yes,High,5-9 years,No,Yes,0.5,0.5,0.0,0,0,0,0.0,1,0,0.2249999999999999,Maize,FARM_1627,Nyandarua,55.61,Male,21.09,53934,No,74
High,Moderate,High,Yes,Yes,High,1-4 years,No,Yes,0.0,0.5,0.0,0,0,0,0.5,1,0,0.175,Beans,FARM_1628,Kisii,137.27,Male,29.33,70024,No,29
Moderate,Moderate,Moderate,Yes,No,Low,5-9 years,Yes,Yes,0.5,0.5,0.5,0,1,1,0.0,0,0,0.475,Maize,FARM_1629,Kiambu,55.61,Male,20.47,56806,No,18
High,Moderate,High,No,Yes,Low,5-9 years,Yes,Yes,0.0,0.5,0.0,1,0,1,0.0,0,0,0.315,Maize,FARM_1630,Isiolo,55.61,Female,40.02,87654,No,37
High,Moderate,Low,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,1.0,0,0,0,0.0,1,0,0.275,Maize,FARM_1631,Nairobi,55.61,Female,68.85,70555,Yes,25
High,Low,Moderate,Yes,Yes,High,<1 year,Yes,Yes,0.0,0.0,0.5,0,0,0,0.5,0,0,0.11,Maize,FARM_1632,Elgeyo-Marakwet,55.61,Male,1.36,3726,No,19
Moderate,High,High,Yes,No,High,>9 years,Yes,Yes,0.5,1.0,0.0,0,1,0,0.0,0,0,0.39,Maize,FARM_1633,Trans-Nzoia,55.61,Female,8.19,15102,No,57
Low,Moderate,Moderate,Yes,No,Low,>9 years,No,Yes,1.0,0.5,0.5,0,1,1,0.0,1,0,0.6150000000000001,Maize,FARM_1634,Embu,55.61,Female,27.47,41787,No,72
High,High,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.0,0,0,0.17,Maize,FARM_1635,Busia,55.61,Female,10.04,20549,No,56
Low,Low,High,Yes,No,High,<1 year,Yes,No,1.0,0.0,0.0,0,1,0,0.5,0,1,0.37,Beans,FARM_1636,Meru,137.27,Male,78.36,104750,No,39
Moderate,High,Moderate,No,No,Low,>9 years,No,Yes,0.5,1.0,0.5,1,1,1,0.0,1,0,0.7400000000000001,Maize,FARM_1637,Uasin Gishu,55.61,Female,12.72,22553,No,45
Moderate,Low,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.5,0,0,0,0.0,0,0,0.16,Beans,FARM_1638,Bungoma,137.27,Male,95.53,83695,No,21
High,High,High,Yes,No,Low,>9 years,Yes,No,0.0,1.0,0.0,0,1,1,0.0,0,1,0.42,Beans,FARM_1639,Nandi,137.27,Female,85.38,176475,No,77
High,Low,Low,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,1.0,0,0,0,0.0,0,0,0.14,Beans,FARM_1640,Bomet,137.27,Male,12.73,29192,No,73
High,Moderate,Low,Yes,No,High,>9 years,Yes,Yes,0.0,0.5,1.0,0,1,0,0.0,0,0,0.355,Maize,FARM_1641,Migori,55.61,Male,15.7,22937,No,24
Moderate,Low,Moderate,No,Yes,Low,5-9 years,Yes,Yes,0.5,0.0,0.5,1,0,1,0.0,0,0,0.39,Beans,FARM_1642,Busia,137.27,Male,11.79,23898,No,23
Low,Moderate,High,Yes,Yes,Low,5-9 years,Yes,Yes,1.0,0.5,0.0,0,0,1,0.0,0,0,0.365,Beans,FARM_1643,Trans-Nzoia,137.27,Male,25.51,34555,No,58
High,Moderate,Low,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,1.0,0,0,0,0.0,1,0,0.275,Beans,FARM_1644,Kitui,137.27,Male,11.36,23059,No,82
Moderate,Low,Moderate,Yes,No,High,>9 years,Yes,Yes,0.5,0.0,0.5,0,1,0,0.0,0,0,0.29,Maize,FARM_1645,Nyeri,55.61,Female,19.58,45505,No,35
Moderate,Moderate,High,No,Yes,Low,1-4 years,Yes,Yes,0.5,0.5,0.0,1,0,1,0.5,0,0,0.445,Maize,FARM_1646,Migori,55.61,Female,18.43,24152,Yes,36
High,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.0,0,0,0.085,Maize,FARM_1647,Taita Taveta,55.61,Male,87.51,160876,No,25
High,High,Moderate,No,No,Low,<1 year,Yes,Yes,0.0,1.0,0.5,1,1,1,0.5,0,0,0.64,Beans,FARM_1648,Tana River,137.27,Male,90.95,131011,Yes,18
Moderate,Low,High,No,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,1,0,0,0.0,0,0,0.22,Maize,FARM_1649,Nairobi,55.61,Female,6.11,17929,No,65
High,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.0,0,0,0,0.0,1,0,0.135,Beans,FARM_1650,Bomet,137.27,Male,25.51,70865,No,90
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Maize,FARM_1651,Machakos,55.61,Male,4.32,3211,Yes,59
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Beans,FARM_1652,Laikipia,137.27,Male,22.94,67444,No,53
High,Moderate,Moderate,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.5,0.5,0,0,1,0.5,0,0,0.295,Maize,FARM_1653,Busia,55.61,Male,11.15,24589,No,85
High,Moderate,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Beans,FARM_1654,Nyeri,137.27,Female,11.68,19271,No,25
High,Low,Low,No,Yes,High,>9 years,No,Yes,0.0,0.0,1.0,1,0,0,0.0,1,0,0.32,Maize,FARM_1655,Marsabit,55.61,Male,15.89,30802,No,83
Moderate,High,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,1.0,0.0,0,0,0,0.0,0,0,0.26,Beans,FARM_1656,Elgeyo-Marakwet,137.27,Male,15.66,31199,No,49
High,Low,Moderate,No,No,High,5-9 years,Yes,No,0.0,0.0,0.5,1,1,0,0.0,0,1,0.35,Maize,FARM_1657,Mandera,55.61,Male,15.82,46997,No,48
Moderate,Moderate,High,Yes,No,Low,1-4 years,Yes,Yes,0.5,0.5,0.0,0,1,1,0.5,0,0,0.445,Beans,FARM_1658,Nyandarua,137.27,Female,15.61,20624,No,48
Moderate,High,High,Yes,Yes,High,>9 years,Yes,Yes,0.5,1.0,0.0,0,0,0,0.0,0,0,0.26,Maize,FARM_1659,Taita Taveta,55.61,Male,13.67,34704,No,25
Low,High,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,1.0,1.0,0.5,0,0,0,0.5,0,0,0.4599999999999999,Maize,FARM_1660,Kiambu,55.61,Male,19.36,24657,No,84
High,Moderate,High,Yes,No,High,>9 years,No,Yes,0.0,0.5,0.0,0,1,0,0.0,1,0,0.265,Beans,FARM_1661,Vihiga,137.27,Female,69.96,131841,Yes,48
High,High,Moderate,No,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.5,1,0,0,0.0,0,0,0.37,Beans,FARM_1662,Marsabit,137.27,Male,92.45,129513,No,55
Moderate,High,High,Yes,No,Low,>9 years,Yes,Yes,0.5,1.0,0.0,0,1,1,0.0,0,0,0.49,Maize,FARM_1663,Nairobi,55.61,Male,8.64,9252,No,84
High,High,High,No,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.0,1,0,0,0.5,0,0,0.34,Beans,FARM_1664,Elgeyo-Marakwet,137.27,Male,5.84,7398,No,66
Moderate,Moderate,Low,Yes,No,High,1-4 years,Yes,No,0.5,0.5,1.0,0,1,0,0.5,0,1,0.505,Maize,FARM_1665,Bungoma,55.61,Male,25.37,24655,No,56
Moderate,High,Moderate,No,Yes,High,1-4 years,Yes,Yes,0.5,1.0,0.5,1,0,0,0.5,0,0,0.5,Beans,FARM_1666,Kisii,137.27,Female,12.75,24813,No,53
Moderate,Low,High,No,Yes,Low,1-4 years,No,Yes,0.5,0.0,0.0,1,0,1,0.5,1,0,0.41,Beans,FARM_1667,Machakos,137.27,Male,11.02,16040,No,35
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Maize,FARM_1668,Machakos,55.61,Male,12.11,22129,No,67
High,High,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.5,0,0,0,0.0,0,0,0.24,Beans,FARM_1669,Nairobi,137.27,Male,23.34,44988,No,86
Moderate,Low,Low,Yes,Yes,High,1-4 years,No,Yes,0.5,0.0,1.0,0,0,0,0.5,1,0,0.32,Maize,FARM_1670,Mandera,55.61,Female,48.72,144501,No,59
Moderate,High,Moderate,No,No,High,5-9 years,Yes,No,0.5,1.0,0.5,1,1,0,0.0,0,1,0.6100000000000001,Beans,FARM_1671,Siaya,137.27,Female,74.14,134441,No,38
High,Moderate,Moderate,Yes,Yes,High,<1 year,Yes,Yes,0.0,0.5,0.5,0,0,0,0.5,0,0,0.195,Maize,FARM_1672,Kirinyaga,55.61,Male,9.12,11348,No,69
High,High,High,No,No,High,>9 years,No,Yes,0.0,1.0,0.0,1,1,0,0.0,1,0,0.48,Beans,FARM_1673,Bungoma,137.27,Male,19.4,26574,No,23
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Maize,FARM_1674,Vihiga,55.61,Male,18.21,29880,Yes,74
High,Low,Low,No,Yes,High,5-9 years,Yes,Yes,0.0,0.0,1.0,1,0,0,0.0,0,0,0.27,Maize,FARM_1675,Kakamega,55.61,Male,67.85,86067,No,82
High,High,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.0,1.0,0.5,0,1,0,0.0,0,0,0.37,Beans,FARM_1676,Isiolo,137.27,Male,75.7,119102,No,82
High,Moderate,High,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.0,1,0,0,0.0,0,0,0.215,Beans,FARM_1677,Mombasa,137.27,Male,5.44,10979,No,49
High,High,High,Yes,Yes,High,5-9 years,No,Yes,0.0,1.0,0.0,0,0,0,0.0,1,0,0.22,Beans,FARM_1678,Vihiga,137.27,Female,2.63,2517,No,25
Low,Low,High,Yes,Yes,Low,>9 years,No,Yes,1.0,0.0,0.0,0,0,1,0.0,1,0,0.33,Maize,FARM_1679,Turkana,55.61,Female,31.41,54506,No,20
Low,High,High,No,No,High,5-9 years,Yes,Yes,1.0,1.0,0.0,1,1,0,0.0,0,0,0.61,Maize,FARM_1680,Siaya,55.61,Female,28.84,27175,No,40
High,High,High,Yes,Yes,High,1-4 years,No,Yes,0.0,1.0,0.0,0,0,0,0.5,1,0,0.26,Beans,FARM_1681,Kilifi,137.27,Male,74.24,212738,No,21
High,Moderate,Moderate,No,Yes,High,>9 years,Yes,No,0.0,0.5,0.5,1,0,0,0.0,0,1,0.305,Maize,FARM_1682,Machakos,55.61,Male,29.56,60854,No,86
High,High,High,Yes,Yes,High,5-9 years,No,Yes,0.0,1.0,0.0,0,0,0,0.0,1,0,0.22,Beans,FARM_1683,Vihiga,137.27,Male,32.06,57590,No,42
Moderate,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.5,0.5,0.0,0,0,0,0.0,1,0,0.2249999999999999,Maize,FARM_1684,Machakos,55.61,Male,28.55,58584,No,18
High,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.0,0,0,0,0.0,1,0,0.135,Maize,FARM_1685,Tana River,55.61,Male,75.17,86232,No,66
Moderate,Low,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.5,0,0,0,0.0,0,0,0.16,Maize,FARM_1686,Embu,55.61,Female,70.55,57401,No,53
Low,Moderate,High,No,Yes,High,5-9 years,Yes,Yes,1.0,0.5,0.0,1,0,0,0.0,0,0,0.395,Beans,FARM_1687,Nandi,137.27,Male,95.51,193318,Yes,21
High,Moderate,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.5,0.0,0,0,0,0.0,1,0,0.135,Maize,FARM_1688,Lamu,55.61,Male,4.23,4945,No,19
Low,Low,Low,Yes,Yes,High,1-4 years,Yes,Yes,1.0,0.0,1.0,0,0,0,0.5,0,0,0.36,Beans,FARM_1689,Kisumu,137.27,Female,21.36,20404,No,21
Low,High,High,Yes,No,High,>9 years,Yes,No,1.0,1.0,0.0,0,1,0,0.0,0,1,0.5,Beans,FARM_1690,Uasin Gishu,137.27,Male,18.66,55430,No,43
High,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.0,0,0,0.085,Beans,FARM_1691,Kwale,137.27,Female,75.15,94787,No,68
High,High,Moderate,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,0.5,0,0,1,0.0,0,0,0.34,Maize,FARM_1692,Embu,55.61,Male,62.85,99017,No,63
High,Moderate,High,No,No,Low,1-4 years,No,No,0.0,0.5,0.0,1,1,1,0.5,1,1,0.555,Beans,FARM_1693,Mombasa,137.27,Male,13.61,21246,No,65
Low,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,1.0,0.5,0.5,0,0,0,0.0,0,0,0.335,Maize,FARM_1694,Baringo,55.61,Male,4.28,5303,No,45
High,High,High,Yes,No,High,1-4 years,No,Yes,0.0,1.0,0.0,0,1,0,0.5,1,0,0.39,Maize,FARM_1695,Baringo,55.61,Male,17.61,49872,Yes,58
High,High,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.0,1.0,0.5,0,1,0,0.0,0,0,0.37,Maize,FARM_1696,Murang'a,55.61,Female,15.95,10362,No,48
Low,Low,High,Yes,Yes,High,1-4 years,No,Yes,1.0,0.0,0.0,0,0,0,0.5,1,0,0.27,Maize,FARM_1697,Siaya,55.61,Male,91.91,227987,No,36
Low,Low,High,No,No,High,1-4 years,Yes,Yes,1.0,0.0,0.0,1,1,0,0.5,0,0,0.48,Beans,FARM_1698,Garissa,137.27,Male,30.56,29402,No,28
High,Low,High,Yes,Yes,High,5-9 years,Yes,No,0.0,0.0,0.0,0,0,0,0.0,0,1,0.02,Maize,FARM_1699,Baringo,55.61,Female,64.22,110381,No,22
High,High,Low,Yes,Yes,High,1-4 years,Yes,Yes,0.0,1.0,1.0,0,0,0,0.5,0,0,0.35,Beans,FARM_1700,Kiambu,137.27,Male,85.98,215066,No,51
Low,Low,Low,No,No,High,5-9 years,No,No,1.0,0.0,1.0,1,1,0,0.0,1,1,0.6500000000000001,Beans,FARM_1701,Taita Taveta,137.27,Male,68.44,60301,No,33
High,Moderate,Low,No,Yes,High,1-4 years,No,No,0.0,0.5,1.0,1,0,0,0.5,1,1,0.465,Maize,FARM_1702,Meru,55.61,Male,8.13,17200,Yes,30
Low,Low,Low,Yes,Yes,Low,1-4 years,No,Yes,1.0,0.0,1.0,0,0,1,0.5,1,0,0.51,Maize,FARM_1703,Mandera,55.61,Female,33.48,43950,Yes,28
Low,Moderate,High,Yes,Yes,High,>9 years,Yes,Yes,1.0,0.5,0.0,0,0,0,0.0,0,0,0.265,Maize,FARM_1704,Kilifi,55.61,Female,82.23,203665,Yes,78
Low,Low,Moderate,Yes,Yes,Low,>9 years,Yes,No,1.0,0.0,0.5,0,0,1,0.0,0,1,0.37,Maize,FARM_1705,Samburu,55.61,Female,72.44,83127,Yes,53
High,Moderate,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.0,0,0,1,0.0,0,0,0.185,Beans,FARM_1706,Taita Taveta,137.27,Male,14.69,23446,No,61
High,Moderate,High,No,Yes,Low,1-4 years,No,Yes,0.0,0.5,0.0,1,0,1,0.5,1,0,0.405,Beans,FARM_1707,Trans-Nzoia,137.27,Female,92.98,247907,No,33
